Type,Name,DisplayName,ResponsibleTeam,Manufacturer,Supplier,SerialNumber,ParentName,StationIdentifier,ClientPcHostname,Metadata,PinnedObjectHandle,OrganizationId,StorageLocation,EquipmentStatus,MachineId,StockQuantity,MinStockThreshold,IsStockItem,Technology,MachineType,GroupId
HardwareComponent,SPARE-ATLAS-STR-61-0090,Synthetic Atlas Copco Tensor STR-61 Tightening Spindle #090,Plant Maintenance (Synthetic AI Guild),Atlas Copco,Direct Automation Europe,SN-FAKE-ATLA-0090,,,,"{""CostInHUF"": 3100000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 3-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 3-1,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-SICK-MICROSCAN-0091,Synthetic SICK microScan3 Core Safety Laser Scanner #091,Plant Maintenance (Synthetic AI Guild),SICK,Direct Automation Europe,SN-FAKE-SICK-0091,,,,"{""CostInHUF"": 1250000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 4-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 4-2,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-SEW-MOVIPRO-0092,Synthetic SEW Eurodrive MOVIPRO Decentralized Inverter #092,Plant Maintenance (Synthetic AI Guild),SEW Eurodrive,Direct Automation Europe,SN-FAKE-SEW -0092,,,,"{""CostInHUF"": 1600000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle A \u2013 Shelf 5-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle A – Shelf 5-3,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BALL-RFID-RWD-0093,Synthetic Balluff BIS-M 13.56MHz High-Temp RFID Reader #093,Plant Maintenance (Synthetic AI Guild),Balluff,Direct Automation Europe,SN-FAKE-BALL-0093,,,,"{""CostInHUF"": 480000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle B \u2013 Shelf 6-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle B – Shelf 6-4,InStorage,,,,False,Test,,
HardwareComponent,SPARE-TRUMPF-OPTIC-0094,Synthetic Trumpf BEO D70 Laser Seam Optical Focus Head #094,Plant Maintenance (Synthetic AI Guild),Trumpf,Direct Automation Europe,SN-FAKE-TRUM-0094,,,,"{""CostInHUF"": 4500000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle C \u2013 Shelf 7-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle C – Shelf 7-5,InStorage,,,,False,Welding,,
HardwareComponent,SPARE-TOX-E-PRESS-0095,Synthetic TOX ElectricDrive 50kN Servo Press Drive #095,Plant Maintenance (Synthetic AI Guild),TOX Pressotechnik,Direct Automation Europe,SN-FAKE-TOX -0095,,,,"{""CostInHUF"": 4800000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle D \u2013 Shelf 8-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle D – Shelf 8-1,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-HIRS-BOBCAT-0096,Synthetic Hirschmann BRS20 Industrial Managed Switch #096,Plant Maintenance (Synthetic AI Guild),Hirschmann,Direct Automation Europe,SN-FAKE-HIRS-0096,,,,"{""CostInHUF"": 720000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 1-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 1-2,InStorage,,,,False,Platform Operations,,
HardwareComponent,SPARE-SIEM-S7-1500-0097,Synthetic Siemens S7-1500 CPU 1516-3 PN/DP (Spare) #097,Plant Maintenance (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-FAKE-SIEM-0097,,,,"{""CostInHUF"": 2850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 2-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 2-3,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BECK-AX5000-0098,Synthetic Beckhoff AX5000 Servo Drive 12A (Spare) #098,Plant Maintenance (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-FAKE-BECK-0098,,,,"{""CostInHUF"": 1450000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 3-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 3-4,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-COGN-IN9912-0099,Synthetic Cognex In-Sight 9912 12MP Inspection Camera #099,Plant Maintenance (Synthetic AI Guild),Cognex,Direct Automation Europe,SN-FAKE-COGN-0099,,,,"{""CostInHUF"": 2200000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle A \u2013 Shelf 4-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle A – Shelf 4-5,InStorage,,,,False,Test,,
HardwareComponent,SPARE-KUKA-KRC4-PC-0100,Synthetic KUKA KRC4 Industrial Robot Controller PC #100,Plant Maintenance (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-FAKE-KUKA-0100,,,,"{""CostInHUF"": 3900000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle B \u2013 Shelf 5-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle B – Shelf 5-1,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-FEST-VTUG-16-0101,Synthetic Festo VTUG Valve Terminal 16-Valve Multi #101,Plant Maintenance (Synthetic AI Guild),Festo,Direct Automation Europe,SN-FAKE-FEST-0101,,,,"{""CostInHUF"": 850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle C \u2013 Shelf 6-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle C – Shelf 6-2,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-ATLAS-STR-61-0102,Synthetic Atlas Copco Tensor STR-61 Tightening Spindle #102,Plant Maintenance (Synthetic AI Guild),Atlas Copco,Direct Automation Europe,SN-FAKE-ATLA-0102,,,,"{""CostInHUF"": 3100000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle D \u2013 Shelf 7-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle D – Shelf 7-3,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-SICK-MICROSCAN-0103,Synthetic SICK microScan3 Core Safety Laser Scanner #103,Plant Maintenance (Synthetic AI Guild),SICK,Direct Automation Europe,SN-FAKE-SICK-0103,,,,"{""CostInHUF"": 1250000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 8-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 8-4,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-SEW-MOVIPRO-0104,Synthetic SEW Eurodrive MOVIPRO Decentralized Inverter #104,Plant Maintenance (Synthetic AI Guild),SEW Eurodrive,Direct Automation Europe,SN-FAKE-SEW -0104,,,,"{""CostInHUF"": 1600000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 1-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 1-5,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BALL-RFID-RWD-0105,Synthetic Balluff BIS-M 13.56MHz High-Temp RFID Reader #105,Plant Maintenance (Synthetic AI Guild),Balluff,Direct Automation Europe,SN-FAKE-BALL-0105,,,,"{""CostInHUF"": 480000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 2-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 2-1,InStorage,,,,False,Test,,
HardwareComponent,SPARE-TRUMPF-OPTIC-0106,Synthetic Trumpf BEO D70 Laser Seam Optical Focus Head #106,Plant Maintenance (Synthetic AI Guild),Trumpf,Direct Automation Europe,SN-FAKE-TRUM-0106,,,,"{""CostInHUF"": 4500000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle A \u2013 Shelf 3-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle A – Shelf 3-2,InStorage,,,,False,Welding,,
HardwareComponent,SPARE-TOX-E-PRESS-0107,Synthetic TOX ElectricDrive 50kN Servo Press Drive #107,Plant Maintenance (Synthetic AI Guild),TOX Pressotechnik,Direct Automation Europe,SN-FAKE-TOX -0107,,,,"{""CostInHUF"": 4800000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle B \u2013 Shelf 4-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle B – Shelf 4-3,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-HIRS-BOBCAT-0108,Synthetic Hirschmann BRS20 Industrial Managed Switch #108,Plant Maintenance (Synthetic AI Guild),Hirschmann,Direct Automation Europe,SN-FAKE-HIRS-0108,,,,"{""CostInHUF"": 720000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle C \u2013 Shelf 5-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle C – Shelf 5-4,InStorage,,,,False,Platform Operations,,
HardwareComponent,SPARE-SIEM-S7-1500-0109,Synthetic Siemens S7-1500 CPU 1516-3 PN/DP (Spare) #109,Plant Maintenance (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-FAKE-SIEM-0109,,,,"{""CostInHUF"": 2850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle D \u2013 Shelf 6-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle D – Shelf 6-5,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BECK-AX5000-0110,Synthetic Beckhoff AX5000 Servo Drive 12A (Spare) #110,Plant Maintenance (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-FAKE-BECK-0110,,,,"{""CostInHUF"": 1450000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 7-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 7-1,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-COGN-IN9912-0111,Synthetic Cognex In-Sight 9912 12MP Inspection Camera #111,Plant Maintenance (Synthetic AI Guild),Cognex,Direct Automation Europe,SN-FAKE-COGN-0111,,,,"{""CostInHUF"": 2200000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 8-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 8-2,InStorage,,,,False,Test,,
HardwareComponent,SPARE-KUKA-KRC4-PC-0112,Synthetic KUKA KRC4 Industrial Robot Controller PC #112,Plant Maintenance (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-FAKE-KUKA-0112,,,,"{""CostInHUF"": 3900000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 1-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 1-3,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-FEST-VTUG-16-0113,Synthetic Festo VTUG Valve Terminal 16-Valve Multi #113,Plant Maintenance (Synthetic AI Guild),Festo,Direct Automation Europe,SN-FAKE-FEST-0113,,,,"{""CostInHUF"": 850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle A \u2013 Shelf 2-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle A – Shelf 2-4,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-ATLAS-STR-61-0114,Synthetic Atlas Copco Tensor STR-61 Tightening Spindle #114,Plant Maintenance (Synthetic AI Guild),Atlas Copco,Direct Automation Europe,SN-FAKE-ATLA-0114,,,,"{""CostInHUF"": 3100000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle B \u2013 Shelf 3-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle B – Shelf 3-5,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-SICK-MICROSCAN-0115,Synthetic SICK microScan3 Core Safety Laser Scanner #115,Plant Maintenance (Synthetic AI Guild),SICK,Direct Automation Europe,SN-FAKE-SICK-0115,,,,"{""CostInHUF"": 1250000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle C \u2013 Shelf 4-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle C – Shelf 4-1,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-SEW-MOVIPRO-0116,Synthetic SEW Eurodrive MOVIPRO Decentralized Inverter #116,Plant Maintenance (Synthetic AI Guild),SEW Eurodrive,Direct Automation Europe,SN-FAKE-SEW -0116,,,,"{""CostInHUF"": 1600000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle D \u2013 Shelf 5-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle D – Shelf 5-2,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BALL-RFID-RWD-0117,Synthetic Balluff BIS-M 13.56MHz High-Temp RFID Reader #117,Plant Maintenance (Synthetic AI Guild),Balluff,Direct Automation Europe,SN-FAKE-BALL-0117,,,,"{""CostInHUF"": 480000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 6-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 6-3,InStorage,,,,False,Test,,
HardwareComponent,SPARE-TRUMPF-OPTIC-0118,Synthetic Trumpf BEO D70 Laser Seam Optical Focus Head #118,Plant Maintenance (Synthetic AI Guild),Trumpf,Direct Automation Europe,SN-FAKE-TRUM-0118,,,,"{""CostInHUF"": 4500000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 7-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 7-4,InStorage,,,,False,Welding,,
HardwareComponent,SPARE-TOX-E-PRESS-0119,Synthetic TOX ElectricDrive 50kN Servo Press Drive #119,Plant Maintenance (Synthetic AI Guild),TOX Pressotechnik,Direct Automation Europe,SN-FAKE-TOX -0119,,,,"{""CostInHUF"": 4800000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 8-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 8-5,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-HIRS-BOBCAT-0120,Synthetic Hirschmann BRS20 Industrial Managed Switch #120,Plant Maintenance (Synthetic AI Guild),Hirschmann,Direct Automation Europe,SN-FAKE-HIRS-0120,,,,"{""CostInHUF"": 720000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle A \u2013 Shelf 1-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle A – Shelf 1-1,InStorage,,,,False,Platform Operations,,
HardwareComponent,SPARE-SIEM-S7-1500-0121,Synthetic Siemens S7-1500 CPU 1516-3 PN/DP (Spare) #121,Plant Maintenance (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-FAKE-SIEM-0121,,,,"{""CostInHUF"": 2850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle B \u2013 Shelf 2-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle B – Shelf 2-2,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BECK-AX5000-0122,Synthetic Beckhoff AX5000 Servo Drive 12A (Spare) #122,Plant Maintenance (Synthetic AI Guild),Beckhoff,Direct Automation Europe,SN-FAKE-BECK-0122,,,,"{""CostInHUF"": 1450000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle C \u2013 Shelf 3-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle C – Shelf 3-3,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-COGN-IN9912-0123,Synthetic Cognex In-Sight 9912 12MP Inspection Camera #123,Plant Maintenance (Synthetic AI Guild),Cognex,Direct Automation Europe,SN-FAKE-COGN-0123,,,,"{""CostInHUF"": 2200000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle D \u2013 Shelf 4-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle D – Shelf 4-4,InStorage,,,,False,Test,,
HardwareComponent,SPARE-KUKA-KRC4-PC-0124,Synthetic KUKA KRC4 Industrial Robot Controller PC #124,Plant Maintenance (Synthetic AI Guild),KUKA,Direct Automation Europe,SN-FAKE-KUKA-0124,,,,"{""CostInHUF"": 3900000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 5-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 5-5,InStorage,,,,False,Robotics,,
HardwareComponent,SPARE-FEST-VTUG-16-0125,Synthetic Festo VTUG Valve Terminal 16-Valve Multi #125,Plant Maintenance (Synthetic AI Guild),Festo,Direct Automation Europe,SN-FAKE-FEST-0125,,,,"{""CostInHUF"": 850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 6-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 6-1,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-ATLAS-STR-61-0126,Synthetic Atlas Copco Tensor STR-61 Tightening Spindle #126,Plant Maintenance (Synthetic AI Guild),Atlas Copco,Direct Automation Europe,SN-FAKE-ATLA-0126,,,,"{""CostInHUF"": 3100000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 7-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 7-2,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-SICK-MICROSCAN-0127,Synthetic SICK microScan3 Core Safety Laser Scanner #127,Plant Maintenance (Synthetic AI Guild),SICK,Direct Automation Europe,SN-FAKE-SICK-0127,,,,"{""CostInHUF"": 1250000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle A \u2013 Shelf 8-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle A – Shelf 8-3,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-SEW-MOVIPRO-0128,Synthetic SEW Eurodrive MOVIPRO Decentralized Inverter #128,Plant Maintenance (Synthetic AI Guild),SEW Eurodrive,Direct Automation Europe,SN-FAKE-SEW -0128,,,,"{""CostInHUF"": 1600000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle B \u2013 Shelf 1-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle B – Shelf 1-4,InStorage,,,,False,Assembly,,
HardwareComponent,SPARE-BALL-RFID-RWD-0129,Synthetic Balluff BIS-M 13.56MHz High-Temp RFID Reader #129,Plant Maintenance (Synthetic AI Guild),Balluff,Direct Automation Europe,SN-FAKE-BALL-0129,,,,"{""CostInHUF"": 480000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle C \u2013 Shelf 2-5"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle C – Shelf 2-5,InStorage,,,,False,Test,,
HardwareComponent,SPARE-TRUMPF-OPTIC-0130,Synthetic Trumpf BEO D70 Laser Seam Optical Focus Head #130,Plant Maintenance (Synthetic AI Guild),Trumpf,Direct Automation Europe,SN-FAKE-TRUM-0130,,,,"{""CostInHUF"": 4500000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle D \u2013 Shelf 3-1"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle D – Shelf 3-1,InStorage,,,,False,Welding,,
HardwareComponent,SPARE-TOX-E-PRESS-0131,Synthetic TOX ElectricDrive 50kN Servo Press Drive #131,Plant Maintenance (Synthetic AI Guild),TOX Pressotechnik,Direct Automation Europe,SN-FAKE-TOX -0131,,,,"{""CostInHUF"": 4800000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle E \u2013 Shelf 4-2"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle E – Shelf 4-2,InStorage,,,,False,Fastening,,
HardwareComponent,SPARE-HIRS-BOBCAT-0132,Synthetic Hirschmann BRS20 Industrial Managed Switch #132,Plant Maintenance (Synthetic AI Guild),Hirschmann,Direct Automation Europe,SN-FAKE-HIRS-0132,,,,"{""CostInHUF"": 720000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle F \u2013 Shelf 5-3"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle F – Shelf 5-3,InStorage,,,,False,Platform Operations,,
HardwareComponent,SPARE-SIEM-S7-1500-0133,Synthetic Siemens S7-1500 CPU 1516-3 PN/DP (Spare) #133,Plant Maintenance (Synthetic AI Guild),Siemens,Direct Automation Europe,SN-FAKE-SIEM-0133,,,,"{""CostInHUF"": 2850000, ""Status"": ""InStorage"", ""WarehouseLocation"": ""Warehouse Aisle G \u2013 Shelf 6-4"", ""InspectionDate"": ""2026-09-01T00:00:00Z"", ""CalibrationValidUntil"": ""2027-09-01T00:00:00Z"", ""AssetClass"": ""High-Value Serialized Spare""}",,org-maintenance,Warehouse Aisle G – Shelf 6-4,InStorage,,,,False,Assembly,,
